,Date,Ticker,Url,headline,source,snippet
4,6 days ago,MSFT,"https://seekingalpha.com/article/4555153-politics-and-the-markets-112622"" ",Politics And The Markets 10/31/21,Seeking Alpha,"@PaulM_2 I thought you said several days ago that the news media ... 
Alternatively, at the end of 2021, Microsoft had 7.547 billion shares..."
5,1 week ago,MSFT,"https://finance.yahoo.com/news/media-advisory-november-26-small-123000132.html"" ","MEDIA ADVISORY - November 26 is Small Business Saturday®: CFIB encourages 
Canadians to celebrate by shopping local",Yahoo Finance,"When: Saturday, November 26, 2022. Where: Across Canada. Canadians and 
small business owners interested in celebrating Small Business Saturday..."
6,1 month ago,MSFT,"https://ca.finance.yahoo.com/video/stocks-fall-microsoft-stock-red-134553672.html"" ","Stocks fall, Microsoft stock in the red",Yahoo Finance,"Yahoo Finance Live's Brad Smith breaks down how stocks are trading on 
Tuesday. Video Transcript. [AUDIO LOGO]."
7,08-Sept-2022,MSFT,"https://www.indiainfoline.com/article/news-top-story/microsoft-may-have-invested-in-kalanick-s-cloudkitchens-122090800230_1.html"" ",Microsoft may have invested in Kalanick's CloudKitchens,IndiaInfoline,"Prevent Unauthorized Transactions in your demat / trading account Update 
your Mobile Number/ email Id with your stock broker / Depository..."
8,10-Sept-2022,MSFT,"https://www.fool.com/investing/2022/09/10/buying-these-stock-split-stocks-is-genius-move/"" ",Buying These Stock-Split Stocks Would be a Genius Move,The Motley Fool,"But the good news is that the company is making progress on managing the 
challenges. ... That's a cheaper valuation than Microsoft or Apple."
9,25-Aug-2022,MSFT,"https://www.fool.com/investing/2022/08/25/is-apple-stock-a-buy-after-its-latest-earnings/"" ",Is Apple Stock a Buy After Its Latest Earnings?,The Motley Fool,"Returns as of 11/26/2022. Discounted offers are only available to new 
members. Stock Advisor list price is $199 per year. Join Stock Advisor."
0,3 days ago,MSFT,"https://www.cnbc.com/2022/11/29/jim-cramers-top-10-things-to-watch-in-the-market-tuesday-nov-29-2022.html"" ","Jim Cramer's top 10 things to watch Tuesday: China, Apple ...",CNBC,"... 10 things to watch in the market Tuesday: China, Apple, Microsoft ... 
named for Urumqi in Mandarin, in Shanghai on November 27, 2022,..."
1,15 hours ago,MSFT,"https://www.gematsu.com/2022/12/famitsu-sales-11-21-22-11-27-22"" ",Famitsu Sales: 11/21/22 - 11/27/22 [Update],Gematsu,"PlayStation 5 and Xbox Series consoles continue to face stock issues. ... 
[NSW] Minecraft (Microsoft, 06/21/18) – 11,223 (2,866,629)..."
2,2 weeks ago,MSFT,"https://www.indiainfoline.com/article/capital-market-corporate-news/wipro-launches-new-retail-solutions-built-on-microsoft-cloud-122111500959_1.html"" ",Wipro launches new retail solutions built on Microsoft Cloud,IndiaInfoline,Open a free Demat A/C · Top News · Corporate News · Live Market.
3,5 days ago,MSFT,"https://finance.yahoo.com/news/enterprise-planning-software-market-size-121500930.html"" ","Enterprise Resource Planning Software Market Size to Increase by USD 
29,213.61 Million: 42% Growth to Originate from North America - Technavio",Yahoo Finance,"NEW YORK, Nov. 27, 2022 /PRNewswire/ -- The enterprise resource planning 
software market by type, end-user, ... Microsoft Corp."
4,4 days ago,MSFT,"https://www.marketscreener.com/quote/stock/CHERRY-AG-124221556/news/Oliver-Kaltner-to-join-Cherry-AG-as-CEO-and-Chairman-of-the-Management-Board-42415344/"" ",Oliver Kaltner to join Cherry AG as CEO and Chairman of the Management Board,MarketScreener,"27.11.2022 CET/CEST Dissemination of a Corporate News, transmitted by EQS 
News - a service of EQS Group AG. The issuer is solely responsible for..."
5,4 days ago,MSFT,"https://finance.yahoo.com/news/augmented-reality-virtual-reality-market-013000361.html"" ","Augmented Reality and Virtual Reality Market Size to Increase by USD 
364557.67 Million: 35% growth to originate from APAC - Technavio",Yahoo Finance,"NEW YORK, Nov. 27, 2022 /PRNewswire/ -- The Augmented Reality and ... to 
download multimedia:https://www.prnewswire.com/news-releases/..."
6,20-Sept-2022,MSFT,"https://news.microsoft.com/2022/09/20/microsoft-announces-quarterly-dividend-increase-4/"" ",Microsoft announces quarterly dividend increase - Stories,Microsoft News,"... 2022, the record date, will be entitled to vote their shares. ... visit 
the Microsoft News Center at http://www.microsoft.com/news."
7,5 days ago,MSFT,"https://finance.yahoo.com/news/robotic-lawn-mower-market-historic-124500113.html"" ","Robotic Lawn Mower Market: Historic Industry Size and Analysis of 15 
Vendors and 7 Countries - Technavio",Yahoo Finance,"Robotic Lawn Mower Market: Historic Industry Size and Analysis of 15 
Vendors and 7 Countries - Technavio. Sun, November 27, 2022 at 4:45 AM ·16 
min read."
8,5 days ago,MSFT,"https://finance.yahoo.com/news/ge-healthcare-introduces-signa-experience-164000537.html"" ","GE Healthcare Introduces SIGNA Experience: A New Platform of Transformative 
Technologies that Leverage the Power of AI and Deep-Learning in MRI Scanning",Yahoo Finance,"CHICAGO, November 27, 2022--(BUSINESS WIRE)--GE Healthcare today ... 
LinkedIn, Twitter, Instagram and Insights for the latest news,..."
9,1 month ago,MSFT,"https://news.microsoft.com/2022/10/20/ubs-and-microsoft-announce-landmark-expansion-of-cloud-partnership/"" ",UBS and Microsoft announce landmark expansion of cloud ...,Microsoft News,"UBS and Microsoft announce landmark expansion of cloud partnership. October 
20, 2022 | Microsoft News Center. Share on Facebook (opens new window)..."
0,4 days ago,MSFT,"https://www.zacks.com/stock/news/2022807/company-news-for-nov-28-2022"" ","Company News for Nov 28, 2022",Zacks,"Shares of Activision Blizzard Inc. ( ATVI Quick Quote ATVI - Free Report) 
tumbled 4.1% following news that the FTC may sue Microsoft Corp. ("
1,3 days ago,MSFT,"https://finance.yahoo.com/news/12-best-esg-stocks-buy-163319785.html"" ",12 Best ESG Stocks To Buy Now,Yahoo Finance,"(NASDAQ:AMZN), Microsoft Corporation (NASDAQ:MSFT), and Apple Inc. 
(NASDAQ:AAPL), Eli Lilly and Company (NYSE:LLY) is an ESG stock that many..."
2,4 days ago,MSFT,"https://www.cnbc.com/2022/11/28/what-cramer-is-watching-monday-us-stock-market-should-not-be-down-on-china-covid-protests.html"" ",What Cramer is watching Monday — U.S. stock market should ...,CNBC,"A demonstrator holds a blank sign and chants slogans during a protest in 
Beijing, China, on Monday, Nov. 28, 2022. Bloomberg | Getty Images..."
3,4 days ago,MSFT,"https://www.economies.com/stocks/united-states-analysis/activision-blizzard-skids---analysis---28-11-2022-96539"" ",Activision Blizzard skids - Analysis - 28-11-2022,Economies.com,"Activision Blizzard's stock (ATVI) skidded in the intraday levels after a 
report that Microsoft might face an anti-trust lawsuit for trying..."
4,4 days ago,MSFT,"https://www.zacks.com/stock/news/2022685/focus-list-for-week-of-november-21"" ",Focus List for Week of November 21,Zacks,"for December, 2022. Our experts picked 7 Zacks Rank #1 Strong Buy stocks 
with the best chance to skyrocket within the next 30-90 days. Recent..."
5,4 days ago,MSFT,"https://www.zacks.com/stock/news/2022978/synopsys-snps-to-report-q4-earnings-whats-in-the-cards"" ",Synopsys (SNPS) to Report Q4 Earnings: What's in the Cards?,Zacks,"Home · Stocks Stocks ... Zacks Equity Research November 28, 2022 ... 
Synopsys' partnership with industry leaders like Microsoft and Taiwan..."
6,4 days ago,MSFT,"https://www.zacks.com/stock/news/2022774/heres-why-cambium-cmbm-is-a-promising-portfolio-pick"" ",Here's Why Cambium (CMBM) is a Promising Portfolio Pick,Zacks,"Shares of Cambium Networks Corporation ( ... With healthy fundamentals, 
this Zacks Rank #2 (Buy) stock appears to be a solid investment..."
7,4 days ago,MSFT,"https://www.trustnet.com/news/13345765/polars-rogoff-dont-expect-tech-companies-to-mean-revert"" ",Polar’s Rogoff: Don’t expect tech companies to mean revert,Trustnet,"28 November 2022 ... Shares in mega caps such as Alphabet and Microsoft are 
down by up to a third, even though the underlying businesses remain sound."
8,4 days ago,MSFT,"https://stockhouse.com/news/press-releases/2022/11/28/spartannash-ranks-no-12-on-indeed-com-s-top-25-most-flexible-companies-list"" ",2022-11-28 | NDAQ:SPTN | Press Release | SPARTANNASH ...,Stockhouse,"... Google, Nike, Southwest Airlines, Microsoft and more. ... All 
Associates are offered a 15% discount when purchasing SpartanNash stock."
9,4 days ago,MSFT,"https://stockhouse.com/news/press-releases/2022/11/28/evci-career-colleges-holding-corp-evci-provides-shareholder-update-and-announces"" ",2022-11-28 | OTCPK:EVCI | Press Release | Evci Career ...,Stockhouse,"Sheridan, WY, Nov. 28, 2022 (GLOBE NEWSWIRE) -- EVCI Career Colleges ... 
all from first-tier companies such as Alibaba Group and Microsoft."
0,3 days ago,MSFT,"https://www.marketscreener.com/quote/stock/MICROSOFT-CORPORATION-4835/news/Transcript-Microsoft-Corporation-Presents-at-Credit-Suisse-26th-Annual-Technology-Conference-Nov-42434336/"" ","Transcript : Microsoft Corporation Presents at Credit Suisse 26th Annual 
Technology Conference, Nov-29-2022 09:35 AM",MarketScreener,"Transcript : Microsoft Corporation Presents at Credit Suisse 26th Annual 
Technology Conference, Nov-29-2022 09:35 AM. Link copied. 11/29/2022 |..."
1,2 days ago,MSFT,"https://finance.yahoo.com/news/edited-transcript-wday-oq-earnings-213000229.html"" ","Edited Transcript of WDAY.OQ earnings conference call or presentation 
29-Nov-22 9:30pm GMT",Yahoo Finance,"OQ earnings conference call or presentation 29-Nov-22 9:30pm GMT ... flow 
of their work such as mobile devices, Microsoft Teams and Slack,..."
2,2 days ago,MSFT,"https://www.marketscreener.com/quote/stock/WORKDAY-INC-37866670/news/Transcript-Workday-Inc-Q3-2023-Earnings-Call-Nov-29-2022-42435635/"" ","Transcript : Workday, Inc., Q3 2023 Earnings Call, Nov 29, 2022",MarketScreener,"Transcript : Workday, Inc., Q3 2023 Earnings Call, Nov 29, 2022 ... flow of 
their work such as mobile devices, Microsoft Teams and Slack,..."
3,2 days ago,MSFT,"https://finance.yahoo.com/news/edited-transcript-ntap-oq-earnings-220000173.html"" ","Edited Transcript of NTAP.OQ earnings conference call or presentation 
29-Nov-22 10:00pm GMT",Yahoo Finance,"OQ earnings conference call or presentation 29-Nov-22 10:00pm GMT ... 
During Q2, we repurchased $150 million in stock and paid out $108..."
4,2 days ago,MSFT,"https://finance.yahoo.com/news/edited-transcript-crwd-oq-earnings-220000372.html"" ","Edited Transcript of CRWD.OQ earnings conference call or presentation 
29-Nov-22 10:00pm GMT",Yahoo Finance,"OQ earnings conference call or presentation 29-Nov-22 10:00pm GMT ... Do 
you feel like any big competitors here like Microsoft or perhaps..."
5,3 days ago,MSFT,"https://www.marketscreener.com/quote/stock/CANARA-BANK-6495315/news/Canara-Bank-GeM-bid-Ref-No-GEM-2022-B-2781804-dated-29-11-2022-for-Selection-of-System-Integrato-42428577/"" ","Canara Bank : GeM bid Ref. No. GEM/2022/B/2781804 dated 29/11/2022 for 
Selection of System Integrator for Core Banking Solution Allied 
Applications.",Marketscreener.com,"GEM/2022/B/2781804 dated 29/11/2022 for Selection of System Integrator for 
... through Microsoft Teams or Video Conferencing or physical."
6,2 days ago,MSFT,"https://www.zacks.com/stock/news/2023386/etf-winners-amid-techs-roller-coaster-ride-in-a-year"" ",ETF Winners Amid Tech's Roller-Coaster Ride in a Year,Zacks,"Though tech stocks tried to recoup losses several times, investors remain 
cautious about betting big on growth stocks. Hence, shares of high-..."
7,2 days ago,MSFT,"https://www.marketscreener.com/quote/stock/ENGINE-GAMING-AND-MEDIA-64308345/news/Transcript-Engine-Gaming-and-Media-Inc-Q4-2022-Earnings-Call-Nov-29-2022-42435532/"" ","Transcript : Engine Gaming and Media, Inc., Q4 2022 Earnings Call, Nov 29, 
2022",MarketScreener,"... information accurate only as of today, November 29, 2022. ... Hatchet 
signed contract extensions with Microsoft, Activision, Ubisoft,..."
8,3 days ago,MSFT,"https://finance.yahoo.com/news/dalrada-reports-continued-growth-4-130000935.html"" ","Dalrada Reports Continued Growth with $4.3 Million Revenue During First 
Quarter 2023",Yahoo Finance,"SAN DIEGO, November 29, 2022--(BUSINESS WIRE)--Dalrada Financial 
Corporation ... https://www.businesswire.com/news/home/20221129005380/en/."
9,3 days ago,MSFT,"https://www.zacks.com/stock/news/2023279/qorvo-qrvo-expands-mediatek-tie-up-to-secure-design-wins"" ",Qorvo (QRVO) Expands MediaTek Tie-Up to Secure Design Wins,Zacks,"Qorvo (QRVO) Expands MediaTek Tie-Up to Secure Design Wins. Zacks Equity 
Research November 29, 2022. HLIT Quick Quote HLIT"
0,1 day ago,MSFT,"https://www.indmoney.com/articles/us-stocks/nasdaq-today-us-central-bank-drives-rally-what-s-next"" ",Why did US Tech Stocks (Nasdaq 100 Index) Rally 4%? What ...,INDmoney,"US Stock Market today (30 November 2022) ... Inflation Slowing Down: The 
jump in tech stocks was also aided by the news of the pace of..."
1,1 day ago,MSFT,"https://www.nasdaq.com/articles/after-hours-most-active-for-nov-30-2022-:-sabr-nycb-pbf-lumn-fhn-t-aapl-intc-aqn-msft-lyft"" ","After Hours Most Active for Nov 30, 2022 : SABR, NYCB, PBF ...",Nasdaq,"After Hours Most Active for Nov 30, 2022 : SABR, NYCB, PBF, LUMN, FHN, T, 
AAPL, INTC, AQN, MSFT, LYFT, CMCSA. November 30, 2022 — 04:29 pm EST."
2,1 day ago,MSFT,"https://seekingalpha.com/article/4561703-1-minute-market-report-november-30-2022"" ","The 1-Minute Market Report November 30, 2022",Seeking Alpha,"The 1-Minute Market Report November 30, 2022. Dec. 01, 2022 10:10 AM ETLMT, 
BA, RTX, AAPL, ... There are now more stocks making new highs than new lows."
3,1 day ago,MSFT,"https://finance.yahoo.com/news/edited-transcript-box-n-earnings-220000278.html"" ","Edited Transcript of BOX.N earnings conference call or presentation 
30-Nov-22 10:00pm GMT",Yahoo Finance,"N earnings conference call or presentation 30-Nov-22 10:00pm GMT ... 
including M&amp;A and potential repurchases of our common stock."
4,1 day ago,MSFT,"https://finance.yahoo.com/news/edited-transcript-estc-n-earnings-220000285.html"" ","Edited Transcript of ESTC.N earnings conference call or presentation 
30-Nov-22 10:00pm GMT",Yahoo Finance,"N earnings conference call or presentation 30-Nov-22 10:00pm GMT ... Also, 
Elastic was a key partner for Microsoft Azure's launch of the..."
5,1 day ago,MSFT,"https://finance.yahoo.com/news/edited-transcript-ooma-n-earnings-220000606.html"" ","Edited Transcript of OOMA.N earnings conference call or presentation 
30-Nov-22 10:00pm GMT",Yahoo Finance,"N earnings conference call or presentation 30-Nov-22 10:00pm GMT ... We 
announced during Q3 the addition of 5 new features to our top..."
6,1 day ago,MSFT,"https://finance.yahoo.com/news/edited-transcript-snow-n-earnings-220000388.html"" ","Edited Transcript of SNOW.N earnings conference call or presentation 
30-Nov-22 10:00pm GMT",Yahoo Finance,"N earnings conference call or presentation 30-Nov-22 10:00pm GMT ... Our 
net revenue retention rate of 165% includes 14 new customers with..."
7,1 day ago,MSFT,"https://finance.yahoo.com/news/edited-transcript-ntnx-oq-earnings-213000123.html"" ","Edited Transcript of NTNX.OQ earnings conference call or presentation 
30-Nov-22 9:30pm GMT",Yahoo Finance,"OQ earnings conference call or presentation 30-Nov-22 9:30pm GMT ... our 
financial performance and targets and use of new or different..."
8,1 day ago,MSFT,"https://finance.yahoo.com/news/edited-transcript-okta-oq-earnings-220000336.html"" ","Edited Transcript of OKTA.OQ earnings conference call or presentation 
30-Nov-22 10:00pm GMT",Yahoo Finance,"OQ earnings conference call or presentation 30-Nov-22 10:00pm GMT ... We 
added 650 new customers in the quarter, bringing our total customer..."
9,1 day ago,MSFT,"https://finance.yahoo.com/news/edited-transcript-crm-n-earnings-220000656.html"" ","Edited Transcript of CRM.N earnings conference call or presentation 
30-Nov-22 10:00pm GMT",Yahoo Finance,"N earnings conference call or presentation 30-Nov-22 10:00pm GMT ... tough 
or when the stock market shifts, that's when CEOs say, hold on,..."
